1.000000000	0.000017261	0.000008482	1.204997070	-0.000017261	1.000000000	-0.000004835	-0.808000000	-0.000008482	0.000004835	1.000000000	0.523997620	0.000000000	0.000000000	0.000000000	1.000000000
1.000000000	0.000012985	0.000008220	1.204997559	-0.000012985	1.000000000	-0.000004521	-0.608000366	-0.000008221	0.000004520	1.000000000	0.523998230	0.000000000	0.000000000	0.000000000	1.000000000
1.000000000	0.000008116	0.000007749	1.204997925	-0.000008116	1.000000000	-0.000004014	-0.407999817	-0.000007749	0.000004014	1.000000000	0.523997803	0.000000000	0.000000000	0.000000000	1.000000000
1.000000000	0.000002147	0.000000035	1.204998169	-0.000002147	1.000000000	-0.000002653	-0.258000275	-0.000000035	0.000002653	1.000000000	0.523998657	0.000000000	0.000000000	0.000000000	1.000000000
1.000000000	0.000004049	0.000001484	1.204997803	-0.000004049	1.000000000	-0.000003386	-0.258000153	-0.000001484	0.000003386	1.000000000	0.723997986	0.000000000	0.000000000	0.000000000	1.000000000
1.000000000	-0.000000105	0.000000768	1.204997681	0.000000105	1.000000000	-0.000002723	-0.458000031	-0.000000768	0.000002723	1.000000000	0.723997986	0.000000000	0.000000000	0.000000000	1.000000000
1.000000000	0.000004992	0.000001187	1.204997925	-0.000004992	1.000000000	-0.000003142	-0.807999817	-0.000001187	0.000003142	1.000000000	0.723997375	0.000000000	0.000000000	0.000000000	1.000000000
1.000000000	0.000000942	0.000000401	1.204997559	-0.000000942	1.000000000	-0.000002217	-0.808000366	-0.000000401	0.000002217	1.000000000	0.823998962	0.000000000	0.000000000	0.000000000	1.000000000
1.000000000	0.000003002	0.000002339	1.204997559	-0.000003002	1.000000000	-0.000003107	-0.657999939	-0.000002339	0.000003107	1.000000000	0.823997375	0.000000000	0.000000000	0.000000000	1.000000000
1.000000000	0.000010856	0.000001641	1.204998047	-0.000010856	1.000000000	-0.000002321	-0.457999969	-0.000001641	0.000002321	1.000000000	0.823998291	0.000000000	0.000000000	0.000000000	1.000000000
1.000000000	0.000007732	0.000002077	1.204997803	-0.000007732	1.000000000	-0.000001763	-0.308000305	-0.000002077	0.000001763	1.000000000	0.823997437	0.000000000	0.000000000	0.000000000	1.000000000
0.984805128	0.173663063	0.000000668	1.204997681	-0.173663063	0.984805128	-0.000004655	-0.307999908	-0.000001466	0.000004468	1.000000000	0.823997253	0.000000000	0.000000000	0.000000000	1.000000000
0.969845158	0.200709842	0.138260364	1.204997314	-0.171013604	0.964609230	-0.200707203	-0.308000275	-0.173651134	0.171010506	0.969845704	0.823998352	0.000000000	0.000000000	0.000000000	1.000000000
0.984805407	0.167744017	0.044947245	1.204997437	-0.173661481	0.951248970	0.254886420	-0.308000214	-0.000000349	-0.258819129	0.965925804	0.823997253	0.000000000	0.000000000	0.000000000	1.000000000
0.866027664	0.499996085	0.000000373	1.204997559	-0.499996085	0.866027664	0.000001659	0.191999207	0.000000506	-0.000001623	1.000000000	0.823997314	0.000000000	0.000000000	0.000000000	1.000000000
0.866024671	0.482964455	0.129408673	1.204997559	-0.500001270	0.836515664	0.224143424	0.342000061	0.000000925	-0.258818236	0.965926043	0.623998718	0.000000000	0.000000000	0.000000000	1.000000000
0.866026722	-0.482960665	-0.129409094	1.204997437	0.499997718	0.836517763	0.224143512	-1.208000488	0.000000506	-0.258818522	0.965925966	0.623998535	0.000000000	0.000000000	0.000000000	1.000000000
0.866026416	-0.482960931	-0.129410146	1.204997803	0.499998247	0.836517026	0.224145085	-1.158000366	0.000000471	-0.258820411	0.965925460	0.623997742	0.000000000	0.000000000	0.000000000	1.000000000
0.866023056	-0.482967610	0.129407703	1.204997192	0.500004066	0.836514447	-0.224141726	-1.258000977	0.000001780	0.258816280	0.965926567	0.723998535	0.000000000	0.000000000	0.000000000	1.000000000
0.852868996	-0.444039831	0.274669082	1.204997925	0.492403013	0.858988488	-0.140278474	-1.158000122	-0.173648350	0.254887044	0.951251200	1.023997559	0.000000000	0.000000000	0.000000000	1.000000000
